AT,V,AP,RH
11.44,41.39,1019.59,79.95
19.46,56.89,1014.02,84.95
28.99,54.2,1012.79,41.9
17.8,46.48,1007.27,81.31
29.29,70.36,1006.64,60.82
26.02,70.79,1004.21,79.12
30.32,74.22,1008.31,53.14
16.43,48.06,1010.73,61.26
27.57,68.31,1010.48,55.87
5.37,40.07,1012.75,63.58
26.75,60.96,1012.05,56.77
27.46,69.98,1013.28,63.73
23.54,65.27,1013.78,64.28
12.07,43.71,1025.53,85.62
24.42,63.31,1012.64,71.8
16.69,40.56,1019.92,51.43
23.66,77.54,1008.5,85.32
23.14,51.19,1009.56,77.2
25.18,69.23,1013.26,57.45
7.48,38.5,1014.01,77.35
5.5,39.04,1021.46,78.91
20.72,44.57,1008.96,72.57
30.33,70.32,1007.75,52.49
29.09,75.33,1001.61,71.06
22.18,62.91,1012.14,68.86
24.48,69.45,1013.86,62.39
17.01,49.15,1021.83,84.02
29.91,74.33,1013.22,39.76
8.48,36.18,1013.31,75.15
13.7,42.86,1030.68,79.77
8.87,41.82,1033.3,74.28
21.97,68.12,1012.53,75.12
26.5,66.75,1018.48,61.62
27.22,66.48,1004.59,52.66
7.1,41.74,1022.25,91.07
18.21,39.54,1009.81,70.92
21.54,58.12,1015.33,78.67
9.33,44.03,1011.73,86.04
26.36,73.68,1013.99,86.44
15.62,35.4,1016.19,53.95
23.23,63.31,1012.52,75.1
11.64,41.44,1016.4,73.18
13.67,44.92,1023.6,85.35
8.74,40.03,1016.81,93.37
24.02,64.63,1020.49,55.17
9.59,40.11,1026.05,74.27
12.58,39.72,1018.08,64.25
16.9,54.3,1017.97,60.57
21.06,67.07,1004.9,84.09
28.18,49.3,1003.97,55.56
18.32,42.18,1002.27,95.99
15.89,38.73,1001.45,74.37
7.98,40.77,1008.69,98.65
18.33,49.64,1025.36,62.57
17.14,41.66,1010.97,57.66
7.77,41.82,1032.72,72.8
6.75,39.9,1008.3,87.42
25.2,61.08,1013.04,74.28
12.8,44.9,1007.58,66.6
10.02,42.44,1014.57,99.16
10.38,37.73,1021.5,75.02
5.62,41.31,1001.37,89.16
22.45,63.77,1014.57,87.44
21.6,59.8,1016.9,76.59
16.94,49.64,1024.43,69.22
14.02,43.34,1016.06,85.8
21.59,48.06,1012.72,77.13
13.53,40.71,1023.83,61.59
21.67,69.71,1010.46,96.83
15.34,40.73,1018.03,86.19
25.13,68.63,1013.57,43.44
26.88,79.74,1006.54,93.7
21.12,63.91,1009.33,96.14
13.11,41.58,1020.43,74.32
28.11,70.98,1007.76,85.6
10.03,42.02,998.6,99.9
10.42,44.85,1014.18,88.36
24.09,63.94,1017.59,51.02
6.25,39.48,1004.82,52.71
22.69,65.18,1012.47,80.9
31.87,68.67,1005.64,48.85
20.98,42.23,1012.9,70.7
15.27,38.73,1002.83,77.77
17.85,48.14,1017.16,86.68
14.78,41.17,1016.42,67.42
10.28,39.61,1020.43,69.09
11.43,40.22,1010.84,81.04
25.65,69.23,1012.55,62.02
15.69,37.64,1016.0,83.88
25.85,70.36,1005.59,78.23
10.54,34.03,1018.71,74.0
6.81,37.49,1010.74,88.25
30.31,70.36,1006.55,59.92
18.41,65.94,1010.23,84.71
13.18,40.73,1017.62,94.4
20.87,57.19,1006.5,77.0
6.98,40.35,1011.92,94.72
23.14,62.26,1011.87,66.44
17.51,39.54,1010.22,71.53
19.78,50.32,1008.62,96.4
21.53,52.84,1005.06,88.22
30.65,65.18,1012.51,42.32
13.4,40.89,1010.67,91.66
15.86,49.69,1015.59,87.26
25.75,71.14,1008.33,77.12
26.48,68.14,1004.83,55.96
31.11,74.87,1009.11,54.86
24.97,63.86,1018.64,52.01
11.73,37.92,1008.24,65.13
26.11,52.36,1013.9,59.62
17.72,48.14,1013.26,65.09
24.6,63.94,1012.87,80.28
24.06,69.94,1005.47,60.46
18.76,44.71,1015.15,30.83
24.26,42.8,1013.72,61.62
15.03,43.71,1025.07,83.25
10.26,39.13,1010.94,87.78
26.26,63.73,1010.45,70.61
14.81,43.7,1015.1,60.72
6.86,41.17,1020.12,79.14
11.39,40.27,1009.04,73.13
25.53,59.57,1010.65,82.04
10.06,37.83,1005.49,99.46
21.17,58.46,1017.71,83.98
33.61,69.88,1007.4,42.51
14.22,45.01,1014.17,70.14
23.13,71.25,1002.49,94.59
13.97,41.16,1020.88,74.88
8.34,40.77,1010.84,90.01
31.59,43.5,1005.12,43.5
19.36,44.6,1016.25,45.65
10.22,38.18,1018.01,70.7
22.18,69.05,1002.75,70.84
29.27,66.85,1011.11,63.25
14.46,44.78,1007.64,67.03
6.15,40.07,1020.2,66.64
8.94,42.07,1018.9,85.93
21.93,58.96,1014.23,58.58
14.02,44.85,1016.54,75.73
25.89,48.41,1008.49,68.58
23.68,68.3,1017.93,84.16
31.32,74.33,1012.92,36.48
23.77,61.87,1009.8,54.83
21.28,70.32,1011.06,90.12
20.85,59.21,1012.9,75.97
10.77,41.44,1016.72,75.27
13.97,40.24,1018.32,88.72
21.08,46.93,1014.49,63.33
8.95,36.18,1014.08,76.94
28.81,69.23,1013.14,39.18
29.09,70.98,1007.86,80.35
13.65,42.74,1026.58,71.48
30.87,67.32,1013.78,34.54
21.9,47.43,1006.8,60.48
30.8,73.17,1010.51,51.93
7.11,40.77,1022.4,90.95
10.14,42.02,1003.19,96.51
22.35,63.47,1013.21,82.52
25.54,48.41,1010.51,55.34
14.17,42.86,1030.94,66.47
25.44,75.23,1010.71,66.44
12.97,40.75,1016.05,79.67
31.12,67.69,1005.3,50.46
15.01,39.52,1017.53,72.0
10.59,25.36,1009.59,100.16
24.76,63.07,1012.73,70.39
13.18,52.72,1024.67,75.96
27.22,69.04,1008.89,70.62
25.89,63.56,1013.82,64.51
9.5,37.36,1015.13,63.41
20.67,70.02,1010.42,94.09
8.43,40.6,1015.39,91.81
13.18,43.72,1010.59,99.09
29.66,59.22,1013.25,61.2
24.0,58.05,1011.28,74.32
11.72,40.55,1020.74,86.22
12.57,39.18,1023.09,77.28
27.87,70.79,1003.96,72.17
14.84,43.69,1016.31,68.67
7.05,43.65,1018.41,72.36
19.74,45.38,1015.11,80.67
21.98,59.39,1015.25,84.52
27.01,43.21,1011.71,77.84
25.14,67.32,1013.96,41.78
22.87,71.29,1008.1,73.1
26.45,64.27,1013.23,60.92
19.15,44.89,1009.6,74.52
5.21,43.65,1017.64,78.62
15.66,41.7,1018.0,77.0
15.29,38.73,1000.9,81.17
16.55,41.66,1011.45,55.53
10.61,40.77,1022.09,83.62
29.64,69.51,1012.13,44.65
27.63,70.17,1000.42,85.22
25.6,63.76,1010.18,67.43
28.52,64.96,1005.9,70.79
27.54,74.22,1007.44,75.91
21.5,45.38,1013.88,64.28
21.82,58.66,1011.71,64.37
26.06,67.83,1009.26,66.37
20.34,69.45,1012.76,91.05
23.07,69.23,1011.78,76.06
28.53,76.86,999.08,75.77
30.29,71.58,1010.01,54.03
30.34,68.08,1010.85,49.4
25.5,63.56,1013.85,64.69
25.53,59.57,1010.65,82.04
23.8,48.6,1002.43,67.32
11.43,44.78,1013.43,82.45
33.5,70.8,1008.99,57.24
25.04,70.36,1006.56,75.91
30.81,71.97,1008.36,75.0
25.91,58.98,1010.02,75.31
12.22,40.78,1024.02,85.46
10.59,41.46,1016.87,85.7
12.35,44.2,1017.81,82.49
27.17,67.17,1006.76,81.59
28.51,70.02,1010.58,54.68
22.92,63.94,1019.28,42.69
16.21,41.23,995.88,80.0
32.95,67.9,1005.88,45.15
11.72,41.54,1020.04,66.84
20.3,67.32,1013.49,80.9
7.11,41.74,1022.35,90.68
23.74,52.3,1008.88,76.34
19.74,67.71,1007.68,64.02
20.34,46.63,1013.16,79.08
25.28,72.39,1002.28,89.43
15.67,45.17,1018.73,94.74
23.47,69.71,1009.66,88.83
27.92,68.12,1011.54,49.8
31.19,68.3,1014.86,39.1
27.04,73.67,1006.82,77.45
13.8,39.39,1013.85,81.95
12.37,43.22,1009.1,76.06
10.91,40.1,1014.07,91.45
32.73,69.88,1007.86,46.95
17.08,40.12,1012.17,81.5
26.92,63.73,1010.29,68.6
27.65,67.07,1005.65,60.42
9.59,37.14,1013.8,72.85
16.16,41.79,1007.53,76.21
31.37,74.87,1009.22,56.58
11.97,45.51,1016.84,81.47
8.9,39.96,1026.31,95.46
9.2,39.99,1011.73,85.95
32.45,44.37,1005.05,44.37
25.33,71.32,1007.05,85.31
14.08,40.1,1015.48,82.81
11.06,41.16,1018.52,89.14
24.62,68.31,1010.45,75.18
22.12,60.37,1008.75,92.13
20.32,39.72,1002.0,51.71
17.25,39.39,1014.27,67.8
24.54,65.46,1014.27,40.77
15.79,58.86,1015.85,91.91
12.73,37.73,1021.89,61.76
10.1,41.79,1019.36,78.07
21.08,70.32,1011.39,88.79
17.73,40.55,1003.36,74.62
12.8,41.16,1022.43,86.19
28.68,70.32,1008.51,45.73
21.4,74.93,1014.58,80.85
27.47,69.98,1008.53,58.72
28.85,57.19,1008.2,58.4
6.4,41.17,1019.54,85.37
25.18,57.5,1015.07,60.76
15.12,43.79,1016.37,75.62
22.3,74.87,1009.69,86.18
17.78,58.95,1016.32,89.61
12.73,40.27,1005.68,68.77
18.39,38.52,1019.66,66.93
10.1,40.22,1007.1,90.36
28.09,63.31,1013.01,52.6
20.53,65.06,1016.69,73.47
13.77,42.86,1030.72,77.3
13.43,40.1,1015.82,87.9
8.14,36.24,1013.15,87.85
22.88,63.91,1009.63,87.82
15.66,41.35,1001.68,86.26
12.1,40.27,1005.53,68.37
24.32,58.79,1016.8,65.61
22.15,43.77,1010.81,60.08
13.26,42.99,1007.58,94.26
11.95,42.03,1017.58,90.89
21.52,46.21,1010.62,67.62
32.37,68.67,1005.45,47.98
30.82,76.2,1007.47,59.3
24.77,48.92,1010.25,47.04
19.01,58.46,1017.14,90.99
13.91,39.35,1014.69,75.51
21.43,63.94,1017.28,57.49
10.84,39.18,1023.64,87.1
10.32,42.28,1008.82,75.66
31.18,74.34,1003.81,63.59
16.58,37.64,1015.23,81.59
12.67,48.14,1017.41,83.63
25.71,71.64,1008.85,77.31
18.32,66.51,1015.18,81.5
19.48,58.66,1013.32,73.16
18.12,63.09,1019.32,89.21
20.56,43.79,1015.85,45.7
25.42,73.17,1012.29,85.86
25.16,47.01,1014.99,64.0
17.53,42.24,1016.9,60.95
15.85,46.18,1013.14,97.8
27.33,51.43,1006.18,67.6
20.99,67.07,1005.17,82.41
20.76,70.72,1009.73,89.04
27.31,68.14,1005.73,50.74
29.12,58.84,1001.31,52.86
25.3,70.98,1007.22,95.1
25.9,59.54,1007.3,78.38
25.96,68.08,1011.34,71.57
23.44,72.24,1011.28,88.03
14.44,39.0,1017.06,76.02
5.11,39.4,1012.16,92.14
13.31,41.26,1020.83,79.55
23.49,64.63,1020.75,65.16
17.04,40.12,1011.81,83.14
28.43,73.18,1012.52,71.05
16.65,46.18,1010.6,95.69
15.51,41.76,1022.81,69.55
6.77,40.78,1024.86,96.58
20.27,63.09,1016.6,90.7
25.62,60.29,1017.81,51.24
29.18,71.43,1011.65,59.49
25.47,65.34,1015.3,50.31
8.13,71.14,1018.94,86.7
30.07,70.04,1010.84,55.74
30.22,70.32,1011.63,65.97
13.48,41.44,1015.64,71.46
19.06,44.63,1004.23,84.43
14.24,41.16,1010.16,87.0
18.13,60.1,1009.67,84.75
20.48,51.43,1007.4,90.7
31.54,72.58,1007.61,65.57
21.4,47.93,1005.16,88.44
13.79,45.08,1025.02,84.36
15.91,38.62,1016.2,63.63
17.34,44.78,1007.81,56.38
28.98,73.42,1011.25,72.9
16.97,39.16,1005.7,69.13
11.6,39.96,1011.65,80.79
24.18,59.92,1009.88,79.54
13.38,40.12,1013.92,96.96
27.68,69.34,1008.28,70.9
7.82,41.16,1023.3,87.7
8.63,43.79,1016.08,83.25
17.36,43.96,1013.02,79.59
13.45,41.16,1022.04,82.96
27.03,65.12,1015.94,45.1
13.89,41.49,1020.02,86.47
10.93,39.16,1016.54,90.56
29.58,76.2,1008.37,60.73
30.11,62.04,1010.69,47.96
31.65,66.25,1008.57,59.05
8.58,40.72,1022.04,87.55
13.92,39.39,1012.94,80.52
19.83,46.33,1013.27,96.4
10.86,44.85,1014.15,88.36
14.73,40.35,1011.15,65.2
19.66,58.79,1017.17,84.16
18.32,66.86,1012.02,70.0
10.94,25.36,1009.47,100.1
29.38,69.68,1011.35,49.25
14.08,40.73,1017.52,91.49
25.54,49.16,1003.64,47.4
17.35,52.72,1026.31,58.01
12.59,39.18,1024.18,67.57
27.71,75.23,1010.21,59.75
15.86,43.67,1011.11,82.24
23.28,72.24,1011.3,90.5
14.1,42.18,1015.05,78.25
16.13,39.99,1007.04,80.49
26.24,70.36,1005.4,82.43
14.26,42.86,1011.33,88.37
25.03,47.93,1003.02,62.89
7.49,36.08,1020.27,85.69
21.3,66.86,1013.04,55.43
17.92,44.2,1018.97,53.8
27.05,67.79,1010.99,71.37
25.45,63.76,1009.96,67.78
31.11,69.05,1002.37,41.56
7.78,40.8,1026.7,85.61
11.02,41.17,1018.18,86.86
15.23,44.9,1007.75,81.34
33.68,68.14,1002.75,56.05
29.01,66.44,1011.21,71.56
10.52,41.78,1013.54,71.52
6.82,41.03,1022.12,87.63
17.45,50.9,1012.16,83.8
21.32,48.14,1016.57,71.81
17.94,37.2,1012.64,68.11
24.54,60.29,1017.42,58.94
11.26,44.92,1023.63,88.99
17.12,49.5,1014.79,87.03
6.17,40.07,1013.7,58.99
21.84,45.09,1013.94,46.11
28.55,74.33,1011.77,73.34
20.1,58.95,1018.46,80.87
16.7,36.99,1006.19,89.33
19.88,47.03,1012.27,91.99
5.76,40.07,1013.22,62.99
11.66,44.6,1018.39,89.98
9.31,43.56,1015.09,79.96
6.62,41.14,1027.33,86.24
22.84,50.05,1005.59,79.49
19.15,56.53,1019.95,84.1
24.44,52.84,1006.39,49.05
27.79,69.23,1012.86,45.71
25.56,75.6,1017.37,69.31
10.36,43.67,1012.16,77.04
28.54,72.99,1007.42,67.87
7.16,38.56,1019.17,70.1
21.59,66.54,1004.88,90.54
30.47,77.3,1002.13,63.7
30.55,66.25,1009.15,63.52
13.75,44.47,1029.63,70.74
9.98,41.01,1017.83,98.07
15.87,45.0,1021.92,40.0
14.38,40.71,1023.46,66.12
19.3,65.59,1014.07,81.98
12.47,38.25,1012.74,82.89
21.23,61.5,1008.98,82.14
11.58,39.69,1005.17,86.55
13.88,48.79,1017.28,79.4
21.1,62.66,1011.19,83.49
19.8,67.71,1005.58,69.65
21.47,57.19,1006.45,75.8
32.07,67.83,1007.91,41.61
28.9,68.12,1011.87,46.56
11.49,44.63,1020.44,86.04
10.74,41.46,1016.76,84.59
12.74,49.83,1007.44,91.47
26.65,63.78,1015.32,53.95
22.84,59.39,1014.61,80.36
20.28,68.63,1012.42,70.31
9.46,42.28,1008.67,78.16
8.83,41.26,1023.04,86.08
13.32,43.22,1009.45,75.3
11.94,44.6,1018.69,85.33
6.71,40.96,1022.71,91.89
19.83,51.43,1007.36,91.64
29.35,54.2,1013.07,42.45
22.92,61.9,1013.27,78.32
17.79,44.9,1020.5,69.72
9.26,40.11,1024.38,74.82
14.73,54.3,1016.75,67.13
20.18,43.56,1013.14,39.16
31.58,66.54,1003.26,54.0
29.06,71.64,1005.54,69.84
13.67,38.53,1009.3,81.85
25.23,58.82,1010.9,70.47
23.43,54.42,1013.58,70.99
26.14,72.99,1007.49,81.72
28.77,75.23,1010.01,59.0
17.07,41.35,1005.88,83.43
21.92,58.79,1010.09,89.7
16.59,43.56,1012.88,59.61
19.54,44.57,1007.19,78.93
31.33,76.86,997.85,64.43
33.08,69.75,1009.03,43.69
24.3,69.94,1007.02,62.14
33.3,80.18,1011.09,63.98
20.54,61.27,1019.6,61.87
23.04,64.27,1014.29,80.23
9.68,40.22,1007.6,89.97
24.35,51.86,1014.34,67.22
20.01,45.09,1014.21,38.19
10.59,37.5,1013.14,81.56
22.9,49.3,1003.45,80.95
23.23,64.69,1008.12,76.6
27.53,67.83,1009.4,53.73
15.45,61.27,1019.87,79.21
31.12,68.14,1003.67,67.36
27.06,70.47,1007.0,72.37
28.15,70.72,1009.76,73.38
23.14,58.95,1017.52,66.25
22.32,48.41,1008.68,79.11
18.12,44.63,1001.26,89.72
15.8,40.66,1016.15,88.24
28.56,65.27,1013.28,49.95
28.57,65.27,1013.27,51.11
11.49,39.22,1016.35,53.11
8.23,40.77,1011.92,90.59
21.49,70.32,1009.07,92.25
18.87,67.71,1004.0,87.35
28.28,61.47,1009.44,60.89
32.5,73.68,1014.65,55.72
24.11,66.51,1015.35,56.01
28.52,70.02,1010.34,54.21
13.26,41.78,1009.77,61.69
27.61,49.16,1005.01,35.63
15.31,40.66,1016.46,84.64
9.42,41.4,1029.99,88.41
16.36,39.99,1008.91,72.48
11.17,44.77,1018.2,79.6
15.54,41.96,1011.78,97.46
22.66,68.3,1017.73,86.92
9.96,42.03,1017.78,82.39
26.53,60.07,1016.55,54.79
27.26,73.18,1012.58,74.83
13.83,41.49,1020.11,87.29
25.38,70.94,1007.87,73.59
33.13,74.34,999.57,48.34
9.26,40.78,1023.61,88.48
26.44,71.64,1004.55,85.53
29.7,67.17,1007.31,66.56
14.93,39.16,1007.25,72.35
25.43,70.17,1000.46,87.84
25.59,61.5,1009.12,68.0
21.48,61.27,1019.29,61.43
19.84,56.89,1013.23,78.32
5.15,40.07,1012.27,63.31
21.23,57.32,1010.99,75.17
18.88,62.96,1020.62,82.01
27.0,59.15,1013.12,61.39
27.44,47.93,1002.71,59.44
28.5,72.99,1007.02,67.13
29.61,67.07,1005.91,39.28
23.83,50.32,1008.41,72.23
8.97,36.24,1013.21,90.77
24.2,64.33,1011.15,84.23
7.96,38.91,1016.35,89.17
3.99,39.64,1011.53,83.58
16.37,43.5,1021.26,72.4
22.28,58.12,1014.54,83.27
19.38,63.56,1013.13,83.54
8.86,40.8,1028.18,91.0
9.33,42.49,1008.93,82.59
19.82,58.16,1016.76,74.66
27.49,63.78,1015.43,47.45
11.48,37.5,1014.38,69.75
23.16,57.76,1017.74,63.79
19.35,39.39,1013.91,61.53
8.9,36.24,1013.29,89.35
28.07,68.08,1013.13,44.67
18.62,59.15,1012.85,82.54
34.03,73.56,1006.49,51.07
10.89,44.2,1018.3,86.32
27.99,69.89,1013.94,51.25
13.75,40.66,1016.41,93.31
26.93,56.9,1006.25,77.79
21.28,70.72,1010.29,86.22
23.54,41.1,1002.05,38.05
28.27,66.56,1007.36,55.99
18.31,62.1,1020.38,79.02
12.83,44.88,1017.86,87.88
14.81,42.03,1017.43,72.54
23.09,70.02,1010.58,77.85
9.06,40.02,1031.16,82.04
26.13,71.25,999.8,88.47
29.12,73.06,1009.98,80.21
13.03,39.35,1015.34,79.18
30.32,64.69,1006.35,51.36
20.02,67.32,1012.05,76.34
15.89,43.96,1014.02,75.24
16.94,50.59,1018.75,94.22
7.19,41.39,1018.12,90.76
10.59,41.26,1008.1,98.27
28.33,64.96,999.71,69.66
13.33,39.39,1013.93,84.74
22.2,51.19,1009.2,82.95
18.76,58.79,1016.66,88.22
7.51,43.02,1014.35,86.46
7.62,44.71,1020.56,69.96
28.57,69.34,1007.98,65.55
29.79,69.34,1008.82,65.13
18.17,52.08,1001.91,100.09
30.5,66.75,1017.55,38.2
19.15,39.72,1001.49,58.62
33.87,71.32,1007.91,39.48
22.97,64.15,1021.0,70.61
23.95,66.48,1003.55,73.68
27.84,68.08,1013.34,46.19
23.61,49.16,1002.39,65.63
32.07,70.94,1006.91,49.9
15.24,40.0,1017.34,65.16
29.26,69.34,1009.76,58.64
14.94,42.77,1018.9,73.95
10.35,44.2,1018.46,88.6
20.65,50.59,1016.22,68.57
7.95,37.49,1009.32,80.8
27.76,71.97,1008.53,86.97
30.08,73.42,1011.17,63.86
14.75,40.66,1016.7,81.65
22.1,65.06,1014.56,71.5
19.02,52.72,1025.44,51.9
20.91,59.14,1017.25,74.7
17.46,62.1,1019.96,83.99
20.3,59.8,1015.24,78.75
19.92,38.52,1018.15,60.68
10.95,43.8,1022.61,63.46
6.86,41.38,1021.35,90.78
13.39,44.58,1016.5,79.26
26.11,69.84,1002.57,84.99
22.74,58.41,1013.92,84.03
27.95,73.5,1010.42,58.01
9.25,41.26,1020.51,91.21
14.04,42.44,1012.74,81.89
15.89,41.7,1018.93,82.68
24.04,51.95,1006.13,73.92
29.53,71.14,1011.39,53.41
21.73,64.63,1020.84,68.9
10.87,44.71,1021.38,58.22
14.81,40.71,1018.54,73.0
14.03,44.88,1019.6,57.63
13.48,40.73,1017.59,94.81
20.32,44.6,1015.16,36.35
12.27,39.82,1012.18,85.58
5.74,45.87,1011.44,95.94
19.96,56.03,1020.59,64.95
12.28,40.92,1023.23,89.14
18.97,50.59,1016.01,74.9
32.06,71.85,1007.9,56.44
26.25,61.02,1011.47,71.22
23.74,72.43,1007.99,91.36
24.33,46.93,1013.83,44.59
13.67,42.32,1015.41,79.04
19.11,50.16,1010.88,100.09
26.03,70.32,1008.81,71.35
28.12,58.33,1013.61,39.67
14.03,41.79,1008.07,83.32
13.78,40.1,1014.49,81.86
28.93,74.78,1009.48,56.4
25.87,47.01,1014.67,61.87
14.95,43.72,1010.28,93.62
18.34,44.63,1000.76,89.27
11.46,44.85,1014.3,63.24
23.43,69.23,1013.09,63.48
25.93,66.56,1004.97,76.35
21.49,56.9,1007.47,66.66
15.15,41.35,1006.3,86.16
23.06,56.85,1012.5,64.03
25.35,63.21,1012.31,80.16
22.06,45.61,1014.3,77.75
27.23,44.05,1005.69,58.91
19.51,44.05,1008.52,78.38
9.06,39.66,1019.64,76.98
16.45,63.31,1015.96,83.97
17.4,44.58,1018.9,60.58
15.9,41.35,1006.28,78.2
21.52,50.66,1013.56,74.33
6.61,36.24,1013.57,91.8
23.44,62.52,1016.46,67.21
27.1,52.84,1006.28,53.85
11.22,43.13,1017.24,80.9
26.19,65.61,1014.51,54.52
11.83,44.6,1018.49,89.06
28.36,68.08,1013.34,42.82
27.71,74.34,998.14,71.85
19.3,44.9,1008.89,70.55
23.1,59.43,1007.36,85.96
27.56,66.93,1016.81,55.59
17.84,61.27,1020.1,70.68
26.27,62.91,1011.97,48.06
23.95,59.92,1010.15,86.37
14.89,35.71,1015.1,55.11
18.2,39.63,1005.35,79.05
26.6,61.02,1010.26,66.16
17.3,57.76,1016.26,87.74
14.85,40.69,1014.91,72.64
25.07,56.85,1011.25,51.99
14.42,44.88,1019.35,59.17
31.4,66.54,1003.55,57.73
16.37,39.64,1009.19,76.92
23.96,47.43,1008.38,63.55
11.23,39.72,1018.46,60.62
26.25,66.56,1008.29,60.65
27.15,59.21,1013.49,51.71
17.37,58.49,1012.2,91.14
6.13,40.64,1020.69,94.57
23.72,58.62,1016.32,71.17
10.32,42.02,998.27,99.12
12.14,45.0,1023.9,89.2
22.31,43.43,1010.64,56.44
25.27,63.91,1009.82,75.48
7.76,39.61,1021.63,80.67
32.86,66.44,1010.98,44.99
12.9,43.41,1015.92,59.15
25.4,69.59,1008.58,82.22
12.38,48.04,1012.78,100.13
27.6,69.05,1003.87,42.01
10.48,41.93,1017.17,92.81
24.36,68.61,1010.27,63.78
10.45,41.01,1020.57,93.84
17.78,52.08,1006.9,100.09
12.0,41.17,1019.48,58.71
12.25,41.38,1021.81,59.0
13.77,43.13,1016.63,62.13
31.94,74.99,1002.05,34.12
13.55,40.71,1019.13,75.44
7.06,41.38,1021.94,83.55
18.58,64.45,1009.68,67.57
22.27,48.98,1014.47,49.33
10.03,42.18,1017.3,85.99
18.73,40.12,1013.19,74.12
22.39,48.14,1014.56,64.31
10.06,39.61,1020.69,69.49
31.15,69.59,1007.82,64.96
23.79,59.44,1012.53,79.48
17.21,52.9,1019.91,77.31
25.28,67.69,1009.05,68.54
12.31,44.03,1007.78,94.42
13.94,41.26,1021.67,74.4
14.68,43.99,1023.36,86.79
8.53,43.14,1012.25,78.88
17.14,44.2,1018.91,62.18
25.45,72.24,1011.44,80.54
7.73,39.04,1018.61,68.23
9.03,40.71,1025.98,81.94
16.4,38.01,1022.2,73.05
22.75,59.39,1015.4,81.41
7.79,41.16,1023.17,97.11
28.14,61.47,1009.69,64.66
10.5,52.72,1026.32,85.04
29.62,73.18,1012.21,61.6
21.64,44.05,1007.73,74.79
27.38,74.16,1010.08,78.61
14.5,41.76,1023.94,84.42
16.88,38.58,1014.72,73.99
31.87,67.32,1013.65,36.69
21.24,50.32,1008.54,84.83
27.17,67.45,1015.67,49.03
18.91,43.14,1013.56,58.34
25.23,69.34,1009.51,82.87
32.49,71.32,1005.03,57.12
26.72,56.9,1007.12,58.54
16.07,47.83,1006.99,86.49
9.78,52.75,1022.97,78.31
27.76,44.89,1009.4,50.15
11.3,43.14,1019.56,99.83
7.14,44.71,1019.98,71.9
30.26,72.58,1007.0,65.51
13.62,40.2,1014.2,85.05
32.42,75.08,1004.82,41.62
22.02,69.45,1013.84,75.75
8.64,41.66,1014.14,80.44
21.53,58.05,1012.9,87.57
13.08,39.82,1012.27,85.21
16.98,43.99,1021.65,81.17
11.38,39.22,1018.62,57.14
29.56,70.4,1006.49,82.95
13.41,49.83,1008.83,87.14
27.54,66.93,1017.06,55.2
24.44,69.84,1005.34,80.37
10.74,40.05,1015.45,87.33
10.17,41.17,1018.58,87.72
18.11,58.95,1016.61,89.17
25.05,58.59,1013.37,66.14
20.65,41.67,1012.76,45.27
11.68,40.55,1017.31,99.82
24.45,68.63,1013.38,45.35
18.66,56.53,1020.13,80.04
27.76,72.99,1007.81,71.66
22.64,63.73,1013.88,84.22
29.95,73.42,1011.44,66.32
13.39,49.83,1007.14,90.88
28.61,72.29,1011.61,45.33
25.64,68.14,1005.48,56.11
14.87,42.18,1015.23,74.41
30.28,79.74,1006.96,70.21
24.34,70.79,1006.82,85.66
29.74,56.9,1007.15,41.91
29.39,71.14,1010.97,53.88
20.01,56.65,1020.77,74.46
24.33,68.08,1013.02,64.81
14.43,38.91,1013.28,70.26
23.74,49.5,1013.2,49.51
28.86,67.9,1006.29,57.19
13.26,45.51,1015.99,69.82
22.32,47.93,1004.07,86.95
15.54,39.31,1009.69,71.19
23.0,63.78,1015.85,70.46
14.71,44.0,1024.98,85.08
12.64,40.69,1015.86,82.06
14.26,44.47,1028.11,66.81
4.97,40.64,1020.91,94.28
9.29,35.77,1015.34,63.29
21.75,58.79,1012.42,87.58
24.23,56.89,1012.32,68.04
31.37,76.86,997.34,62.94
25.32,61.25,1011.56,80.1
22.28,59.92,1009.36,95.38
27.33,68.94,1007.04,61.83
25.91,67.07,1005.66,60.12
6.85,37.49,1011.01,84.53
24.79,50.78,1008.78,61.88
17.67,53.16,1013.59,83.31
29.68,64.33,1011.2,57.73
11.92,43.8,1022.96,60.49
7.4,41.03,1022.09,74.83
29.04,76.09,1007.52,75.44
29.23,74.22,1008.49,57.88
20.65,66.51,1014.94,71.83
20.3,44.9,1008.25,64.08
14.95,43.52,1022.43,94.75
30.93,61.5,1009.81,41.46
21.87,66.86,1013.01,57.39
19.21,53.16,1013.18,81.64
26.64,69.13,1010.6,79.23
4.44,38.44,1016.14,75.35
19.89,68.08,1012.65,80.25
27.37,76.09,1007.52,89.12
24.82,71.94,1010.5,64.67
31.0,71.77,1006.29,48.56
23.43,63.94,1010.64,89.29
20.88,59.8,1015.66,75.34
27.45,66.25,1009.3,77.58
16.18,50.88,1014.06,100.09
24.54,57.85,1013.02,65.61
13.33,54.3,1016.77,80.32
13.08,42.32,1016.63,83.72
7.99,41.38,1021.95,78.77
10.87,42.02,1002.08,95.22
25.96,71.64,1003.84,86.83
26.17,59.92,1010.01,73.75
21.12,47.24,1003.79,70.55
6.58,40.67,1020.18,71.07
24.85,71.98,1005.97,95.09
28.23,62.26,1010.88,60.86
33.76,68.51,1011.33,38.35
